Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,domain,Realistic_Salary_INR,Fresher_Salary_INR,Top_Skills,Job_Type,Work_Mode,Industry_Demand_2025,Learning_Difficulty,Skill_Gap_Index,Degree_Needed,AI_Assist_Boost,Stress_Level,WLB_Score,Future_Category
Financial Analyst,7792.0,4,Master's,0.16,1.38,0.65,Medium,0.03,0.83,0.13,0.34,0.74,0.16,0.82,0.83,0.51,0.01,general,80073.0,31100.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,82,8,51,Diploma,0.86,3,9,High Growth
Marketing Manager,28142.0,0,Bachelor's,0.62,1.48,0.55,Medium,0.26,0.63,0.54,0.78,0.11,0.76,0.54,0.96,0.34,0.63,sales,173862.0,59045.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,55,5,42,Bachelor,0.72,4,6,Stable
Retail Worker,29126.0,7,Master's,0.1,1.44,0.87,High,0.07,0.3,0.71,0.07,0.58,0.35,0.62,0.05,0.87,0.97,data,501092.0,115227.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,62,9,97,PhD,0.4,8,4,Stable
Nurse,13166.0,0,High School,0.75,0.63,0.24,Low,0.02,0.02,0.32,0.49,0.77,0.68,0.45,0.27,1.0,0.43,health,88431.0,49374.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,55,5,30,PhD,0.76,5,9,High Growth
Retail Worker,8770.0,13,PhD,0.16,1.29,0.87,High,0.22,0.08,0.68,0.65,0.27,0.95,0.15,0.43,0.94,0.42,data,314548.0,74947.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,88,5,35,Bachelor,0.38,9,5,Stable
Retail Worker,14064.0,2,High School,0.4,0.77,0.95,High,0.41,0.89,0.23,0.21,0.03,0.65,0.37,0.86,0.47,0.97,data,463039.0,61085.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,83,8,53,Master,0.12,6,3,Risky
Lawyer,16642.0,6,PhD,0.87,1.28,0.61,Medium,0.84,0.76,0.63,0.13,0.03,0.92,0.62,0.8,0.48,0.12,general,183942.0,66263.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,65,4,44,PhD,0.43,8,6,Stable
Doctor,9968.0,8,PhD,0.69,0.93,0.1,Low,0.49,0.06,0.58,0.27,0.8,0.31,0.46,0.01,0.07,0.39,health,222982.0,57501.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,96,6,59,Diploma,0.84,7,8,High Growth
Marketing Manager,27194.0,7,Master's,0.6,0.79,0.58,Medium,0.86,0.78,0.04,0.48,0.1,0.24,0.99,0.14,0.5,0.62,sales,144582.0,56401.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,85,6,23,Diploma,0.51,8,8,High Growth
AI Engineer,18909.0,5,Master's,0.56,0.51,0.13,Low,0.52,0.09,0.35,0.03,0.08,0.4,0.13,0.57,0.69,0.8,software,318860.0,86004.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,76,8,26,PhD,0.84,8,7,Declining
Graphic Designer,23659.0,0,High School,0.17,0.6,0.55,Medium,0.71,0.03,0.94,0.05,0.54,0.71,0.87,0.71,0.8,0.34,general,154051.0,59146.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,76,6,17,PhD,0.39,6,8,High Growth
Construction Worker,13158.0,3,Master's,0.66,1.05,0.85,High,0.78,0.48,0.04,0.16,0.44,0.72,0.59,0.65,0.48,0.62,construction,83883.0,34580.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,66,8,45,Master,0.52,6,4,Risky
Marketing Manager,14854.0,4,Master's,0.47,1.24,0.65,Medium,0.43,0.04,0.16,0.02,0.65,0.33,0.54,0.49,0.08,0.4,sales,83528.0,52668.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,87,8,97,None,0.42,9,8,Stable
HR Specialist,18120.0,1,Bachelor's,0.42,0.7,0.64,Medium,0.17,0.96,0.42,0.85,0.63,0.74,0.77,0.5,0.54,0.51,general,158095.0,43200.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,87,9,58,PhD,0.47,2,3,Risky
Truck Driver,22830.0,11,PhD,0.03,0.9,0.85,High,0.6,0.79,0.66,0.99,0.28,0.36,0.38,0.47,0.84,0.24,general,82940.0,37548.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,77,8,43,None,0.42,8,8,High Growth
UX Researcher,11994.0,1,High School,0.91,0.68,0.4,Medium,0.97,0.18,0.85,0.49,0.25,0.87,0.45,0.51,0.36,0.59,general,129798.0,64816.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,77,7,95,Diploma,0.54,5,5,High Growth
Chef,18214.0,4,Master's,0.39,1.47,0.4,Medium,0.66,0.33,0.77,0.13,0.97,0.45,0.24,0.07,0.17,0.52,general,133175.0,35878.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,87,6,95,PhD,0.43,7,6,Declining
HR Specialist,25589.0,1,High School,0.15,0.95,0.54,Medium,0.95,0.25,0.36,0.38,0.61,0.36,0.53,0.78,0.71,0.45,general,78414.0,40041.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,71,8,92,Master,0.7,2,7,Stable
HR Specialist,27194.0,0,High School,0.56,1.04,0.31,Medium,0.99,0.12,0.23,0.05,0.64,0.22,0.18,0.09,0.1,0.58,general,183608.0,52961.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,81,4,79,Master,0.3,5,9,Risky
AI Engineer,13347.0,0,High School,0.4,0.98,0.22,Low,0.02,0.32,0.97,0.58,0.25,0.52,0.34,0.53,0.13,0.13,software,219319.0,54031.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,91,6,76,Diploma,0.67,6,6,Declining
Truck Driver,25952.0,1,Bachelor's,0.94,1.23,0.74,High,0.19,0.73,0.16,0.23,0.96,0.26,0.66,0.98,0.37,0.02,general,73244.0,56414.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,84,5,61,Bachelor,0.45,7,6,Risky
Research Scientist,14070.0,0,Bachelor's,0.83,1.36,0.24,Low,0.11,0.8,0.92,0.6,0.94,0.83,0.67,0.58,0.35,0.16,data,343823.0,61171.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,58,6,99,Bachelor,0.33,8,6,Risky
Lawyer,11301.0,3,Bachelor's,0.32,1.37,0.7,Medium,0.75,0.09,0.29,0.11,0.65,0.77,0.93,0.44,0.9,0.88,general,131182.0,54218.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,75,7,72,None,0.57,4,6,Risky
Customer Support,34546.0,2,Bachelor's,0.87,0.88,0.77,High,0.65,0.33,0.63,0.61,0.56,0.38,0.55,0.6,0.55,0.44,general,116146.0,59171.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,99,3,66,Diploma,0.42,5,9,High Growth
Mechanic,26394.0,1,High School,0.59,0.67,0.56,Medium,0.76,0.5,0.54,0.95,0.85,0.91,0.81,0.11,0.15,0.53,construction,55641.0,41013.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,81,4,87,Bachelor,0.26,3,7,Declining
Truck Driver,13824.0,8,PhD,0.48,0.89,0.84,High,0.75,0.72,0.52,0.82,0.43,0.9,0.07,0.95,0.65,0.38,general,141612.0,33698.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,57,8,92,None,0.18,9,5,Risky
Doctor,18091.0,3,Bachelor's,0.48,0.69,0.09,Low,0.62,0.52,0.67,0.93,0.53,0.58,0.09,0.72,0.4,0.98,health,195002.0,33775.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,77,3,79,Bachelor,0.44,7,6,Stable
HR Specialist,31306.0,2,High School,0.52,0.62,0.64,Medium,0.8,0.18,0.3,0.79,0.19,0.92,0.42,0.09,0.82,0.37,general,134251.0,58171.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,84,9,36,Bachelor,0.49,4,5,High Growth
UX Researcher,17440.0,1,High School,0.11,0.5,0.56,Medium,0.52,0.59,0.79,0.65,0.17,0.36,0.91,0.77,0.56,0.26,general,192355.0,52101.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,70,7,25,PhD,0.18,7,3,Risky
Data Scientist,33754.0,5,Master's,0.82,0.92,0.57,Medium,0.1,0.62,0.45,0.59,0.17,0.74,0.86,0.22,0.1,0.02,data,473773.0,69201.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,59,3,44,Bachelor,0.57,2,3,High Growth
Marketing Manager,11043.0,5,PhD,0.61,1.05,0.39,Medium,0.39,0.59,0.5,0.99,0.14,0.7,0.4,0.43,0.72,0.69,sales,102884.0,32787.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,76,5,35,Bachelor,0.16,3,9,Declining
Data Scientist,22186.0,4,Bachelor's,0.13,0.6,0.59,Medium,0.58,0.27,0.08,0.09,0.89,0.19,0.32,0.23,0.35,0.07,data,317091.0,139477.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,85,6,26,None,0.36,9,6,Stable
Doctor,24538.0,0,High School,0.07,1.3,0.11,Low,0.54,0.88,0.65,0.53,0.32,0.33,0.67,0.99,0.66,0.56,health,93255.0,54635.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,85,3,63,None,0.13,4,6,Stable
Truck Driver,9525.0,6,PhD,0.33,1.08,0.72,High,0.96,0.63,0.75,0.17,0.41,0.42,0.82,0.0,0.3,0.98,general,150098.0,42115.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,69,9,19,Bachelor,0.52,6,9,High Growth
Mechanic,9781.0,8,PhD,0.38,0.62,0.69,Medium,0.02,0.74,0.77,0.24,0.67,0.09,0.26,0.79,0.86,0.61,construction,97146.0,32888.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,60,4,82,Diploma,0.55,6,4,High Growth
Retail Worker,9768.0,4,Bachelor's,0.16,0.56,0.73,High,0.23,0.34,0.38,0.35,0.24,0.51,0.83,0.28,0.94,0.87,data,649136.0,101122.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,90,5,28,PhD,0.63,6,3,Risky
HR Specialist,28890.0,11,PhD,0.79,1.07,0.53,Medium,0.39,0.5,0.4,0.54,0.63,0.67,0.53,0.72,0.14,0.21,general,162823.0,46222.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,77,6,88,Diploma,0.74,4,7,High Growth
Software Engineer,16910.0,0,High School,0.32,0.52,0.36,Medium,0.22,0.96,0.57,0.93,0.58,0.48,0.31,0.61,0.14,0.9,software,339634.0,104800.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,90,9,33,None,0.48,5,6,Risky
HR Specialist,24952.0,1,High School,0.32,1.45,0.63,Medium,0.67,0.12,0.48,0.51,0.23,0.08,0.78,0.12,0.59,0.94,general,124970.0,69403.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,53,3,93,Master,0.11,7,9,High Growth
Research Scientist,13963.0,7,PhD,0.28,1.35,0.05,Low,0.02,0.6,0.36,0.39,0.56,0.19,0.21,0.48,0.75,0.62,data,335697.0,118967.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,93,6,48,Master,0.6,8,7,Stable
Doctor,30166.0,8,PhD,0.43,0.67,0.07,Low,0.78,0.27,0.18,0.69,0.62,0.63,0.23,0.23,0.22,0.17,health,210062.0,28908.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,80,6,92,None,0.65,6,4,Stable
Chef,30893.0,0,High School,0.85,1.22,0.62,Medium,0.4,0.65,0.35,0.53,0.48,0.18,0.39,0.96,0.25,0.13,general,135276.0,62577.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,82,8,19,Diploma,0.79,5,8,Risky
Financial Analyst,8771.0,2,Bachelor's,0.79,1.08,0.57,Medium,0.19,0.62,0.32,0.83,0.63,0.2,0.06,0.04,0.37,0.27,general,95567.0,32436.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,57,4,19,Bachelor,0.13,7,7,Stable
Research Scientist,9752.0,6,PhD,0.84,0.6,0.17,Low,0.15,0.32,0.74,0.48,0.38,0.39,0.46,0.79,0.89,0.96,data,290326.0,131261.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,93,8,33,Master,0.87,5,5,Stable
HR Specialist,15069.0,3,Master's,0.32,1.19,0.48,Medium,0.25,0.84,0.04,0.9,0.46,0.64,0.66,0.9,0.64,0.61,general,120550.0,38813.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,54,5,95,Diploma,0.83,2,7,Declining
Nurse,8904.0,0,High School,0.52,0.65,0.23,Low,0.51,0.68,0.04,0.08,0.72,0.07,0.07,0.01,0.96,0.74,health,113868.0,48256.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,77,5,53,Master,0.36,6,3,High Growth
Graphic Designer,17966.0,0,Bachelor's,0.99,1.47,0.68,Medium,0.78,0.35,0.41,0.55,0.83,0.07,0.42,0.08,0.51,0.9,general,62009.0,47844.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,77,7,13,Diploma,0.15,5,6,Stable
Data Scientist,21854.0,5,Master's,0.62,0.88,0.38,Medium,0.12,0.62,0.77,0.64,0.53,0.04,0.97,0.8,0.29,0.98,data,464943.0,97641.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,70,9,35,Diploma,0.69,4,5,Declining
Security Guard,21544.0,13,PhD,0.58,1.25,0.9,High,0.66,0.13,0.34,0.93,0.22,0.37,0.43,0.44,0.61,0.94,general,149320.0,67455.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,60,7,94,Diploma,0.43,4,3,Declining
Mechanic,7790.0,0,High School,0.12,0.7,0.65,Medium,0.65,0.29,0.82,0.86,0.85,0.92,0.25,0.76,0.46,0.84,construction,60110.0,45617.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,94,9,34,PhD,0.11,2,8,Declining
Teacher,12939.0,6,Master's,0.78,1.16,0.09,Low,0.55,0.98,0.94,0.04,0.16,0.13,0.73,0.82,0.21,0.51,education,157391.0,33901.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,97,7,81,None,0.57,7,5,Declining
Financial Analyst,12136.0,1,Bachelor's,0.73,1.04,0.54,Medium,0.51,0.3,0.57,0.69,0.87,0.64,0.76,0.16,0.46,0.01,general,90608.0,41069.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,82,8,99,Master,0.42,5,9,Stable
Marketing Manager,12637.0,0,Bachelor's,0.73,1.49,0.34,Medium,0.4,0.8,0.2,0.56,0.73,0.62,0.19,0.36,0.78,0.55,sales,81546.0,71336.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,91,7,78,Bachelor,0.76,3,3,High Growth
Research Scientist,18648.0,1,Bachelor's,0.76,0.54,0.24,Low,0.2,0.96,0.37,0.33,0.15,0.31,0.88,1.0,0.37,0.45,data,442490.0,104182.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,70,5,82,Master,0.58,5,4,Declining
Graphic Designer,33010.0,0,High School,0.89,1.09,0.46,Medium,0.41,0.7,0.0,0.62,0.36,0.79,0.09,0.59,0.48,0.64,general,98241.0,59168.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,50,5,18,Master,0.25,9,9,High Growth
Research Scientist,11061.0,0,High School,0.58,1.06,0.19,Low,0.6,0.68,0.8,0.27,0.83,0.5,0.08,0.06,0.33,0.78,data,342360.0,86274.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,53,6,43,Bachelor,0.29,4,8,High Growth
Lawyer,16286.0,14,PhD,0.79,1.02,0.48,Medium,0.15,0.33,0.43,0.09,0.22,0.6,0.74,1.0,0.93,0.64,general,137858.0,45022.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,69,9,31,Diploma,0.12,9,4,Stable
Construction Worker,21550.0,5,Master's,0.64,1.29,0.73,High,0.41,0.84,0.38,0.57,0.59,0.18,0.36,0.33,0.03,0.02,construction,151632.0,31054.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,97,6,42,None,0.64,6,4,Declining
Chef,8736.0,0,Bachelor's,0.27,1.02,0.42,Medium,0.94,0.26,0.43,0.87,0.84,0.19,0.8,0.46,0.48,0.13,general,182697.0,37582.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,70,6,92,Bachelor,0.86,4,5,Risky
Data Scientist,11931.0,5,Master's,0.73,1.0,0.47,Medium,0.73,0.77,0.16,0.61,0.14,0.75,0.66,0.96,0.07,0.06,data,348638.0,75890.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,62,5,76,None,0.75,4,6,Declining
Lawyer,29418.0,0,High School,0.26,0.75,0.66,Medium,0.25,0.27,0.76,0.45,0.78,0.07,0.49,0.03,0.06,0.91,general,191245.0,41332.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,79,5,72,Diploma,0.32,9,5,Stable
Graphic Designer,32128.0,4,Master's,0.53,0.91,0.44,Medium,0.9,0.02,0.66,0.96,0.56,0.94,0.05,0.42,0.26,0.73,general,190126.0,59092.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,75,7,62,Diploma,0.21,7,8,Declining
Chef,11699.0,2,Master's,0.26,1.15,0.38,Medium,0.57,0.46,0.97,0.61,0.35,0.11,0.15,0.23,0.25,0.85,general,120566.0,59267.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,85,3,44,Diploma,0.28,8,4,Risky
Doctor,11867.0,6,Master's,0.52,0.61,0.27,Low,0.72,0.07,0.71,0.54,0.08,0.46,0.48,0.17,0.95,0.85,health,113728.0,50317.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,65,4,47,Bachelor,0.2,2,8,High Growth
Nurse,23682.0,2,Master's,0.46,0.91,0.21,Low,0.55,0.06,0.51,0.81,0.46,0.05,0.79,0.2,0.26,0.16,health,202130.0,48875.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,57,7,68,None,0.76,5,4,Declining
Customer Support,22528.0,12,PhD,0.76,1.02,0.75,High,0.88,0.88,0.87,0.24,0.45,0.98,0.77,0.03,0.07,0.46,general,193973.0,36484.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,83,5,98,Master,0.39,6,5,Stable
Financial Analyst,17509.0,0,High School,0.54,1.0,0.34,Medium,0.66,0.82,0.38,0.78,0.96,0.2,0.52,0.29,0.79,0.58,general,86299.0,71181.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,86,5,70,Diploma,0.65,5,3,Stable
Construction Worker,8938.0,0,High School,0.64,0.7,0.92,High,0.52,0.45,0.56,0.17,0.61,0.36,0.9,0.17,0.51,0.6,construction,53492.0,29700.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,81,4,73,Diploma,0.12,6,7,Risky
Customer Support,35952.0,10,PhD,0.89,1.15,0.74,High,0.44,0.62,0.08,0.88,0.8,0.51,0.97,0.42,0.98,0.67,general,166694.0,39575.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,99,6,37,Master,0.38,8,4,Declining
Security Guard,35773.0,0,Bachelor's,0.17,1.38,0.81,High,0.16,0.01,0.56,0.53,0.72,0.89,0.08,0.73,0.19,0.86,general,97769.0,35807.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,86,9,78,Bachelor,0.77,4,9,Declining
Teacher,9501.0,4,Bachelor's,0.54,1.21,0.13,Low,0.47,0.82,0.46,0.36,0.49,0.83,0.34,0.17,0.71,0.83,education,65207.0,57521.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,95,7,76,Master,0.13,7,9,Stable
Marketing Manager,28872.0,3,Master's,0.24,0.64,0.44,Medium,0.45,0.75,0.65,0.62,0.35,0.84,0.47,0.98,0.63,0.13,sales,203434.0,51475.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,84,7,62,Diploma,0.85,7,9,High Growth
HR Specialist,28312.0,5,PhD,0.31,0.5,0.57,Medium,0.17,0.66,0.99,0.07,0.08,0.34,0.87,0.22,0.36,0.07,general,153099.0,59558.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,53,8,88,PhD,0.68,5,3,Declining
Security Guard,9486.0,1,High School,0.41,1.26,0.93,High,0.23,0.81,0.06,0.9,0.65,0.87,0.0,0.17,0.39,0.38,general,160900.0,34733.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,73,6,92,PhD,0.81,5,3,Declining
Teacher,22963.0,5,Master's,0.38,0.63,0.15,Low,0.8,0.48,0.02,0.42,0.03,0.97,0.13,0.71,0.97,0.83,education,128357.0,36877.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,73,5,71,Master,0.47,6,6,Stable
HR Specialist,12427.0,3,Bachelor's,0.84,1.48,0.55,Medium,0.56,0.63,0.53,0.64,0.45,0.22,0.12,0.07,0.26,0.05,general,123913.0,67968.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,88,7,61,PhD,0.61,2,5,Risky
Lawyer,8835.0,0,High School,0.28,1.32,0.33,Medium,0.23,0.73,0.6,0.06,0.88,0.88,0.33,0.34,0.99,0.63,general,201872.0,38651.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,79,6,14,Master,0.82,4,9,Declining
Research Scientist,12856.0,4,Bachelor's,0.84,0.79,0.16,Low,0.27,0.79,0.57,0.66,0.25,0.22,0.49,0.74,0.53,0.03,data,470325.0,67545.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,92,7,20,PhD,0.36,4,5,Risky
Lawyer,29082.0,4,Bachelor's,0.06,1.46,0.31,Medium,0.69,0.08,0.91,0.46,0.14,0.34,0.16,0.17,0.95,0.45,general,74732.0,48652.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,59,4,72,Diploma,0.38,8,3,Risky
AI Engineer,22067.0,3,Bachelor's,0.64,1.18,0.08,Low,0.23,0.79,0.97,0.26,0.27,0.47,0.98,0.27,0.41,0.89,software,310281.0,95414.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,57,3,47,PhD,0.57,5,4,Stable
